	Characteristics[CellType]	Characteristics[Organism]	Parameter Value[Compound]	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Array Data File
10540	liver	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	9	hour	003017675013.CEL
10541	liver	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	24	hour	003017675023.CEL
10542	liver	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	24	hour	003017675024.CEL
10543	liver	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	24	hour	003017675025.CEL
10544	liver	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	3	hour	003017676008.CEL
10545	liver	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	3	hour	003017676009.CEL
10546	liver	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	3	hour	003017676010.CEL
10547	liver	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	6	hour	003017676020.CEL
10548	liver	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	6	hour	003017676021.CEL
10549	liver	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	6	hour	003017676022.CEL
10550	liver	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	9	hour	003017675014.CEL
10551	liver	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	9	hour	003017675015.CEL
10552	liver	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	9	hour	003017675016.CEL
10553	liver	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	24	hour	003017675026.CEL
10554	liver	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	24	hour	003017675027.CEL
10555	liver	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	24	hour	003017675028.CEL
10556	kidney	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	3	hour	003017275025.CEL
10557	kidney	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	3	hour	003017275026.CEL
10558	kidney	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	3	hour	003017275027.CEL
10559	kidney	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	6	hour	003017276007.CEL
10560	kidney	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	6	hour	003017276008.CEL
10561	kidney	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	6	hour	003017276009.CEL
10562	kidney	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	9	hour	003017294005.CEL
10563	kidney	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	9	hour	003017294006.CEL
10564	kidney	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	9	hour	003017294007.CEL
10565	kidney	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	24	hour	003017294017.CEL
10566	kidney	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	24	hour	003017294018.CEL
10567	kidney	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	24	hour	003017294019.CEL
10568	kidney	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	3	hour	003017275028.CEL
10569	kidney	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	3	hour	003017275029.CEL
10570	kidney	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	3	hour	003017275030.CEL
10571	kidney	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	6	hour	003017276010.CEL
10572	kidney	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	6	hour	003017276011.CEL
10573	kidney	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	6	hour	003017276012.CEL
10574	kidney	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	9	hour	003017294008.CEL
10575	kidney	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	9	hour	003017294009.CEL
10576	kidney	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	9	hour	003017294010.CEL
10577	kidney	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	24	hour	003017294020.CEL
10578	kidney	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	24	hour	003017294021.CEL
10579	kidney	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	24	hour	003017294022.CEL
10580	kidney	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	3	hour	003017276001.CEL
10581	kidney	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	3	hour	003017276002.CEL
10582	kidney	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	3	hour	003017276003.CEL
10583	kidney	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	6	hour	003017276013.CEL
10584	kidney	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	6	hour	003017276014.CEL
10585	kidney	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	6	hour	003017276015.CEL
10586	kidney	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	9	hour	003017294011.CEL
10587	kidney	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	9	hour	003017294012.CEL
10588	kidney	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	9	hour	003017294013.CEL
10589	kidney	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	24	hour	003017294023.CEL
10590	kidney	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	24	hour	003017294024.CEL
10591	kidney	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	24	hour	003017294025.CEL
10592	kidney	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	3	hour	003017276004.CEL
10593	kidney	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	3	hour	003017276005.CEL
10594	kidney	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	3	hour	003017276006.CEL
10595	kidney	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	6	hour	003017276016.CEL
10596	kidney	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	6	hour	003017276017.CEL
10597	kidney	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	6	hour	003017276018.CEL
10598	kidney	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	9	hour	003017294014.CEL
10599	kidney	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	9	hour	003017294015.CEL
10600	kidney	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	9	hour	003017294016.CEL
10601	kidney	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	24	hour	003017294026.CEL
10602	kidney	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	24	hour	003017294027.CEL
10603	kidney	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	24	hour	003017294028.CEL
10604	hepatocyte	Rattus norvegicus	phenylbutazone	Control	0	micromolar	2	hour	003017023007.CEL
10605	hepatocyte	Rattus norvegicus	phenylbutazone	Control	0	micromolar	2	hour	003017023008.CEL
10606	hepatocyte	Rattus norvegicus	phenylbutazone	Control	0	micromolar	8	hour	003017023015.CEL
10607	hepatocyte	Rattus norvegicus	phenylbutazone	Control	0	micromolar	8	hour	003017023016.CEL
10608	hepatocyte	Rattus norvegicus	phenylbutazone	Control	0	micromolar	24	hour	003017023023.CEL
10609	hepatocyte	Rattus norvegicus	phenylbutazone	Control	0	micromolar	24	hour	003017023024.CEL
10610	hepatocyte	Rattus norvegicus	phenylbutazone	Low	16	micromolar	2	hour	003017023009.CEL
10611	hepatocyte	Rattus norvegicus	phenylbutazone	Low	16	micromolar	2	hour	003017023010.CEL
10612	hepatocyte	Rattus norvegicus	phenylbutazone	Low	16	micromolar	8	hour	003017023017.CEL
10613	hepatocyte	Rattus norvegicus	phenylbutazone	Low	16	micromolar	8	hour	003017023018.CEL
10614	hepatocyte	Rattus norvegicus	phenylbutazone	Low	16	micromolar	24	hour	003017023025.CEL
10615	hepatocyte	Rattus norvegicus	phenylbutazone	Low	16	micromolar	24	hour	003017023026.CEL
10616	hepatocyte	Rattus norvegicus	phenylbutazone	Middle	80	micromolar	2	hour	003017023011.CEL
10617	hepatocyte	Rattus norvegicus	phenylbutazone	Middle	80	micromolar	2	hour	003017023012.CEL
10618	hepatocyte	Rattus norvegicus	phenylbutazone	Middle	80	micromolar	8	hour	003017023019.CEL
10619	hepatocyte	Rattus norvegicus	phenylbutazone	Middle	80	micromolar	8	hour	003017023020.CEL
10620	hepatocyte	Rattus norvegicus	phenylbutazone	Middle	80	micromolar	24	hour	003017023027.CEL
10621	hepatocyte	Rattus norvegicus	phenylbutazone	Middle	80	micromolar	24	hour	003017023028.CEL
10622	hepatocyte	Rattus norvegicus	phenylbutazone	High	400	micromolar	2	hour	003017023013.CEL
10623	hepatocyte	Rattus norvegicus	phenylbutazone	High	400	micromolar	2	hour	003017023014.CEL
10624	hepatocyte	Rattus norvegicus	phenylbutazone	High	400	micromolar	8	hour	003017023021.CEL
10625	hepatocyte	Rattus norvegicus	phenylbutazone	High	400	micromolar	8	hour	003017023022.CEL
10626	hepatocyte	Rattus norvegicus	phenylbutazone	High	400	micromolar	24	hour	003017023029.CEL
10627	hepatocyte	Rattus norvegicus	phenylbutazone	High	400	micromolar	24	hour	003017023030.CEL
11192	hepatocyte	Homo sapiens	rifampicin	Control	0	micromolar	2	hour	003016013001.CEL
11193	hepatocyte	Homo sapiens	rifampicin	Control	0	micromolar	2	hour	003016013002.CEL
11194	hepatocyte	Homo sapiens	rifampicin	Control	0	micromolar	8	hour	003016013009.CEL
11195	hepatocyte	Homo sapiens	rifampicin	Control	0	micromolar	8	hour	003016013010.CEL
11196	hepatocyte	Homo sapiens	rifampicin	Control	0	micromolar	24	hour	003016013017.CEL
11197	hepatocyte	Homo sapiens	rifampicin	Control	0	micromolar	24	hour	003016013018.CEL
11198	hepatocyte	Homo sapiens	rifampicin	Low	02.sie	micromolar	2	hour	003016013003.CEL
11199	hepatocyte	Homo sapiens	rifampicin	Low	02.sie	micromolar	2	hour	003016013004.CEL
11200	hepatocyte	Homo sapiens	rifampicin	Low	02.sie	micromolar	8	hour	003016013011.CEL
11201	hepatocyte	Homo sapiens	rifampicin	Low	02.sie	micromolar	8	hour	003016013012.CEL
11202	hepatocyte	Homo sapiens	rifampicin	Low	02.sie	micromolar	24	hour	003016013019.CEL
11203	hepatocyte	Homo sapiens	rifampicin	Low	02.sie	micromolar	24	hour	003016013020.CEL
11204	hepatocyte	Homo sapiens	rifampicin	Middle	14	micromolar	2	hour	003016013005.CEL
11205	hepatocyte	Homo sapiens	rifampicin	Middle	14	micromolar	2	hour	003016013006.CEL
11206	hepatocyte	Homo sapiens	rifampicin	Middle	14	micromolar	8	hour	003016013013.CEL
11207	hepatocyte	Homo sapiens	rifampicin	Middle	14	micromolar	8	hour	003016013014.CEL
11208	hepatocyte	Homo sapiens	rifampicin	Middle	14	micromolar	24	hour	003016013021.CEL
11209	hepatocyte	Homo sapiens	rifampicin	Middle	14	micromolar	24	hour	003016013022.CEL
11210	hepatocyte	Homo sapiens	rifampicin	High	70	micromolar	2	hour	003016013007.CEL
11211	hepatocyte	Homo sapiens	rifampicin	High	70	micromolar	2	hour	003016013008.CEL
11212	hepatocyte	Homo sapiens	rifampicin	High	70	micromolar	8	hour	003016013015.CEL
11213	hepatocyte	Homo sapiens	rifampicin	High	70	micromolar	8	hour	003016013016.CEL
11214	hepatocyte	Homo sapiens	rifampicin	High	70	micromolar	24	hour	003016013023.CEL
11215	hepatocyte	Homo sapiens	rifampicin	High	70	micromolar	24	hour	003016013024.CEL
11216	liver	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	3	hour	003017666025.CEL
11217	liver	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	3	hour	003017666026.CEL
11218	liver	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	3	hour	003017666027.CEL
11219	liver	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	6	hour	003017665024.CEL
11220	liver	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	6	hour	003017665025.CEL
11221	liver	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	6	hour	003017665026.CEL
11222	liver	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	9	hour	003017666001.CEL
11223	liver	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	9	hour	003017666002.CEL
11224	liver	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	9	hour	003017666003.CEL
11225	liver	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	24	hour	003017666013.CEL
11226	liver	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	24	hour	003017666014.CEL
11227	liver	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	24	hour	003017666015.CEL
11228	liver	Rattus norvegicus	rifampicin	Low	20	milligram per kilogram	3	hour	003017666028.CEL
11229	liver	Rattus norvegicus	rifampicin	Low	20	milligram per kilogram	3	hour	003017666029.CEL
11230	liver	Rattus norvegicus	rifampicin	Low	20	milligram per kilogram	3	hour	003017666030.CEL
11231	liver	Rattus norvegicus	rifampicin	Low	20	milligram per kilogram	6	hour	003017665027.CEL
11232	liver	Rattus norvegicus	rifampicin	Low	20	milligram per kilogram	6	hour	003017665028.CEL
11233	liver	Rattus norvegicus	rifampicin	Low	20	milligram per kilogram	6	hour	003017665029.CEL
11234	liver	Rattus norvegicus	rifampicin	Low	20	milligram per kilogram	9	hour	003017666004.CEL
11235	liver	Rattus norvegicus	rifampicin	Low	20	milligram per kilogram	9	hour	003017666005.CEL
11236	liver	Rattus norvegicus	rifampicin	Low	20	milligram per kilogram	9	hour	003017666006.CEL
11237	liver	Rattus norvegicus	rifampicin	Low	20	milligram per kilogram	24	hour	003017666016.CEL
11238	liver	Rattus norvegicus	rifampicin	Low	20	milligram per kilogram	24	hour	003017666017.CEL
11239	liver	Rattus norvegicus	rifampicin	Low	20	milligram per kilogram	24	hour	003017666018.CEL
11240	liver	Rattus norvegicus	rifampicin	Middle	60	milligram per kilogram	3	hour	003017665018.CEL
11241	liver	Rattus norvegicus	rifampicin	Middle	60	milligram per kilogram	3	hour	003017665019.CEL
11242	liver	Rattus norvegicus	rifampicin	Middle	60	milligram per kilogram	3	hour	003017665020.CEL
11243	liver	Rattus norvegicus	rifampicin	Middle	60	milligram per kilogram	6	hour	003017665030.CEL
11244	liver	Rattus norvegicus	rifampicin	Middle	60	milligram per kilogram	6	hour	003017667001.CEL
11245	liver	Rattus norvegicus	rifampicin	Middle	60	milligram per kilogram	6	hour	003017667002.CEL
11246	liver	Rattus norvegicus	rifampicin	Middle	60	milligram per kilogram	9	hour	003017666007.CEL
11247	liver	Rattus norvegicus	rifampicin	Middle	60	milligram per kilogram	9	hour	003017666008.CEL
11248	liver	Rattus norvegicus	rifampicin	Middle	60	milligram per kilogram	9	hour	003017666009.CEL
11249	liver	Rattus norvegicus	rifampicin	Middle	60	milligram per kilogram	24	hour	003017666019.CEL
11250	liver	Rattus norvegicus	rifampicin	Middle	60	milligram per kilogram	24	hour	003017666020.CEL
11251	liver	Rattus norvegicus	rifampicin	Middle	60	milligram per kilogram	24	hour	003017666021.CEL
11252	liver	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	3	hour	003017665021.CEL
11253	liver	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	3	hour	003017665022.CEL
11254	liver	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	3	hour	003017665023.CEL
11255	liver	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	6	hour	003017667003.CEL
11256	liver	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	6	hour	003017667004.CEL
11257	liver	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	6	hour	003017667005.CEL
11258	liver	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	9	hour	003017666010.CEL
11259	liver	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	9	hour	003017666011.CEL
11260	liver	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	9	hour	003017666012.CEL
11261	liver	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	24	hour	003017666022.CEL
11262	liver	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	24	hour	003017666023.CEL
11263	liver	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	24	hour	003017666024.CEL
11264	kidney	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	3	hour	003017433001.CEL
11265	kidney	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	3	hour	003017433002.CEL
11266	kidney	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	3	hour	003017433003.CEL
11267	kidney	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	6	hour	003017434008.CEL
11268	kidney	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	6	hour	003017434009.CEL
11269	kidney	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	6	hour	003017434010.CEL
11270	kidney	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	9	hour	003017437002.CEL
11271	kidney	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	9	hour	003017437003.CEL
11272	kidney	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	9	hour	003017437004.CEL
11273	kidney	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	24	hour	003017437014.CEL
11274	kidney	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	24	hour	003017437015.CEL
11275	kidney	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	24	hour	003017437016.CEL
11276	kidney	Rattus norvegicus	rifampicin	Low	20	milligram per kilogram	3	hour	003017433004.CEL
11277	kidney	Rattus norvegicus	rifampicin	Low	20	milligram per kilogram	3	hour	003017433005.CEL
11278	kidney	Rattus norvegicus	rifampicin	Low	20	milligram per kilogram	3	hour	003017434001.CEL
11279	kidney	Rattus norvegicus	rifampicin	Low	20	milligram per kilogram	6	hour	003017434011.CEL
11280	kidney	Rattus norvegicus	rifampicin	Low	20	milligram per kilogram	6	hour	003017434012.CEL
11281	kidney	Rattus norvegicus	rifampicin	Low	20	milligram per kilogram	6	hour	003017434013.CEL
11282	kidney	Rattus norvegicus	rifampicin	Low	20	milligram per kilogram	9	hour	003017437005.CEL
11283	kidney	Rattus norvegicus	rifampicin	Low	20	milligram per kilogram	9	hour	003017437006.CEL
11284	kidney	Rattus norvegicus	rifampicin	Low	20	milligram per kilogram	9	hour	003017437007.CEL
11285	kidney	Rattus norvegicus	rifampicin	Low	20	milligram per kilogram	24	hour	003017437017.CEL
11286	kidney	Rattus norvegicus	rifampicin	Low	20	milligram per kilogram	24	hour	003017437018.CEL
11287	kidney	Rattus norvegicus	rifampicin	Low	20	milligram per kilogram	24	hour	003017437019.CEL
11288	kidney	Rattus norvegicus	rifampicin	Middle	60	milligram per kilogram	3	hour	003017434002.CEL
11289	kidney	Rattus norvegicus	rifampicin	Middle	60	milligram per kilogram	3	hour	003017434003.CEL
11290	kidney	Rattus norvegicus	rifampicin	Middle	60	milligram per kilogram	3	hour	003017434004.CEL
11291	kidney	Rattus norvegicus	rifampicin	Middle	60	milligram per kilogram	6	hour	003017434014.CEL
11292	kidney	Rattus norvegicus	rifampicin	Middle	60	milligram per kilogram	6	hour	003017434015.CEL
11293	kidney	Rattus norvegicus	rifampicin	Middle	60	milligram per kilogram	6	hour	003017434016.CEL
11294	kidney	Rattus norvegicus	rifampicin	Middle	60	milligram per kilogram	9	hour	003017437008.CEL
11295	kidney	Rattus norvegicus	rifampicin	Middle	60	milligram per kilogram	9	hour	003017437009.CEL
11296	kidney	Rattus norvegicus	rifampicin	Middle	60	milligram per kilogram	9	hour	003017437010.CEL
11297	kidney	Rattus norvegicus	rifampicin	Middle	60	milligram per kilogram	24	hour	003017437020.CEL
11298	kidney	Rattus norvegicus	rifampicin	Middle	60	milligram per kilogram	24	hour	003017437021.CEL
11299	kidney	Rattus norvegicus	rifampicin	Middle	60	milligram per kilogram	24	hour	003017437022.CEL
11300	kidney	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	3	hour	003017434005.CEL
11301	kidney	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	3	hour	003017434006.CEL
11302	kidney	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	3	hour	003017434007.CEL
11303	kidney	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	6	hour	003017434017.CEL
11304	kidney	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	6	hour	003017434018.CEL
11305	kidney	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	6	hour	003017434019.CEL
11306	kidney	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	9	hour	003017437011.CEL
11307	kidney	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	9	hour	003017437012.CEL
11308	kidney	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	9	hour	003017437013.CEL
11309	kidney	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	24	hour	003017437023.CEL
11310	kidney	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	24	hour	003017437024.CEL
11311	kidney	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	24	hour	003017437025.CEL
11312	hepatocyte	Rattus norvegicus	rifampicin	Control	0	micromolar	2	hour	003017012001.CEL
11313	hepatocyte	Rattus norvegicus	rifampicin	Control	0	micromolar	2	hour	003017012002.CEL
11314	hepatocyte	Rattus norvegicus	rifampicin	Control	0	micromolar	8	hour	003017010021.CEL
11315	hepatocyte	Rattus norvegicus	rifampicin	Control	0	micromolar	8	hour	003017010022.CEL
11316	hepatocyte	Rattus norvegicus	rifampicin	Control	0	micromolar	24	hour	003017010029.CEL
11317	hepatocyte	Rattus norvegicus	rifampicin	Control	0	micromolar	24	hour	003017010030.CEL
11318	hepatocyte	Rattus norvegicus	rifampicin	Low	02.sie	micromolar	2	hour	003017012003.CEL
11319	hepatocyte	Rattus norvegicus	rifampicin	Low	02.sie	micromolar	2	hour	003017012004.CEL
11320	hepatocyte	Rattus norvegicus	rifampicin	Low	02.sie	micromolar	8	hour	003017010023.CEL
11321	hepatocyte	Rattus norvegicus	rifampicin	Low	02.sie	micromolar	8	hour	003017010024.CEL
11322	hepatocyte	Rattus norvegicus	rifampicin	Low	02.sie	micromolar	24	hour	003017011025.CEL
11323	hepatocyte	Rattus norvegicus	rifampicin	Low	02.sie	micromolar	24	hour	003017011026.CEL
11324	hepatocyte	Rattus norvegicus	rifampicin	Middle	14	micromolar	2	hour	003017012005.CEL
11325	hepatocyte	Rattus norvegicus	rifampicin	Middle	14	micromolar	2	hour	003017012006.CEL
11326	hepatocyte	Rattus norvegicus	rifampicin	Middle	14	micromolar	8	hour	003017010025.CEL
11327	hepatocyte	Rattus norvegicus	rifampicin	Middle	14	micromolar	8	hour	003017010026.CEL
11328	hepatocyte	Rattus norvegicus	rifampicin	Middle	14	micromolar	24	hour	003017011027.CEL
11329	hepatocyte	Rattus norvegicus	rifampicin	Middle	14	micromolar	24	hour	003017011028.CEL
11330	hepatocyte	Rattus norvegicus	rifampicin	High	70	micromolar	2	hour	003017010020.CEL
11331	hepatocyte	Rattus norvegicus	rifampicin	High	70	micromolar	2	hour	003017012007.CEL
11332	hepatocyte	Rattus norvegicus	rifampicin	High	70	micromolar	8	hour	003017010027.CEL
11333	hepatocyte	Rattus norvegicus	rifampicin	High	70	micromolar	8	hour	003017010028.CEL
11334	hepatocyte	Rattus norvegicus	rifampicin	High	70	micromolar	24	hour	003017011030.CEL
11335	hepatocyte	Rattus norvegicus	rifampicin	High	70	micromolar	24	hour	003017037012.CEL
12200	hepatocyte	Homo sapiens	thioacetamide	Control	0	micromolar	2	hour	003016050006.CEL
12201	hepatocyte	Homo sapiens	thioacetamide	Control	0	micromolar	2	hour	003016050007.CEL
12202	hepatocyte	Homo sapiens	thioacetamide	Control	0	micromolar	8	hour	003016050014.CEL
12203	hepatocyte	Homo sapiens	thioacetamide	Control	0	micromolar	8	hour	003016050015.CEL
12204	hepatocyte	Homo sapiens	thioacetamide	Control	0	micromolar	24	hour	003016050022.CEL
12205	hepatocyte	Homo sapiens	thioacetamide	Control	0	micromolar	24	hour	003016050023.CEL
12206	hepatocyte	Homo sapiens	thioacetamide	Low	400	micromolar	2	hour	003016050008.CEL
12207	hepatocyte	Homo sapiens	thioacetamide	Low	400	micromolar	2	hour	003016050009.CEL
12208	hepatocyte	Homo sapiens	thioacetamide	Low	400	micromolar	8	hour	003016050017.CEL
12209	hepatocyte	Homo sapiens	thioacetamide	Low	400	micromolar	8	hour	003016051027.CEL
12210	hepatocyte	Homo sapiens	thioacetamide	Low	400	micromolar	24	hour	003016050024.CEL
12211	hepatocyte	Homo sapiens	thioacetamide	Low	400	micromolar	24	hour	003016050025.CEL
12212	hepatocyte	Homo sapiens	thioacetamide	Middle	2000	micromolar	2	hour	003016050010.CEL
12213	hepatocyte	Homo sapiens	thioacetamide	Middle	2000	micromolar	2	hour	003016050011.CEL
12214	hepatocyte	Homo sapiens	thioacetamide	Middle	2000	micromolar	8	hour	003016050018.CEL
12215	hepatocyte	Homo sapiens	thioacetamide	Middle	2000	micromolar	8	hour	003016050019.CEL
12216	hepatocyte	Homo sapiens	thioacetamide	Middle	2000	micromolar	24	hour	003016050026.CEL
12217	hepatocyte	Homo sapiens	thioacetamide	Middle	2000	micromolar	24	hour	003016050027.CEL
12218	hepatocyte	Homo sapiens	thioacetamide	High	10000	micromolar	2	hour	003016050012.CEL
12219	hepatocyte	Homo sapiens	thioacetamide	High	10000	micromolar	2	hour	003016050013.CEL
12220	hepatocyte	Homo sapiens	thioacetamide	High	10000	micromolar	8	hour	003016050020.CEL
12221	hepatocyte	Homo sapiens	thioacetamide	High	10000	micromolar	8	hour	003016050021.CEL
12222	hepatocyte	Homo sapiens	thioacetamide	High	10000	micromolar	24	hour	003016050028.CEL
12223	hepatocyte	Homo sapiens	thioacetamide	High	10000	micromolar	24	hour	003016050029.CEL
12224	liver	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	3	hour	003017655026.CEL
12225	liver	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	3	hour	003017655027.CEL
12226	liver	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	3	hour	003017655028.CEL
12227	liver	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	6	hour	003017656008.CEL
12228	liver	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	6	hour	003017656009.CEL
12229	liver	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	6	hour	003017656010.CEL
12230	liver	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	9	hour	003017663006.CEL
12231	liver	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	9	hour	003017663007.CEL
12232	liver	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	9	hour	003017663008.CEL
12233	liver	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	24	hour	003017663018.CEL
12234	liver	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	24	hour	003017663019.CEL
12235	liver	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	24	hour	003017663020.CEL
12236	liver	Rattus norvegicus	thioacetamide	Low	04.maj	milligram per kilogram	3	hour	003017655029.CEL
12237	liver	Rattus norvegicus	thioacetamide	Low	04.maj	milligram per kilogram	3	hour	003017655030.CEL
12238	liver	Rattus norvegicus	thioacetamide	Low	04.maj	milligram per kilogram	3	hour	003017656001.CEL
12239	liver	Rattus norvegicus	thioacetamide	Low	04.maj	milligram per kilogram	6	hour	003017656011.CEL
