	Characteristics[CellType]	Characteristics[Organism]	Parameter Value[Compound]	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Array Data File
9704	kidney	Rattus norvegicus	omeprazole	Control	0	milligram per kilogram	3	hour	003017843012.CEL
9705	kidney	Rattus norvegicus	omeprazole	Control	0	milligram per kilogram	3	hour	003017843013.CEL
9706	kidney	Rattus norvegicus	omeprazole	Control	0	milligram per kilogram	3	hour	003017843014.CEL
9707	kidney	Rattus norvegicus	omeprazole	Control	0	milligram per kilogram	6	hour	003017843024.CEL
9708	kidney	Rattus norvegicus	omeprazole	Control	0	milligram per kilogram	6	hour	003017843025.CEL
9709	kidney	Rattus norvegicus	omeprazole	Control	0	milligram per kilogram	6	hour	003017843026.CEL
9710	kidney	Rattus norvegicus	omeprazole	Control	0	milligram per kilogram	9	hour	003017832029.CEL
9711	kidney	Rattus norvegicus	omeprazole	Control	0	milligram per kilogram	9	hour	003017832030.CEL
9712	kidney	Rattus norvegicus	omeprazole	Control	0	milligram per kilogram	9	hour	003017833001.CEL
9713	kidney	Rattus norvegicus	omeprazole	Control	0	milligram per kilogram	24	hour	003017833011.CEL
9714	kidney	Rattus norvegicus	omeprazole	Control	0	milligram per kilogram	24	hour	003017833012.CEL
9715	kidney	Rattus norvegicus	omeprazole	Control	0	milligram per kilogram	24	hour	003017833013.CEL
9716	kidney	Rattus norvegicus	omeprazole	Low	100	milligram per kilogram	3	hour	003017843015.CEL
9717	kidney	Rattus norvegicus	omeprazole	Low	100	milligram per kilogram	3	hour	003017843016.CEL
9718	kidney	Rattus norvegicus	omeprazole	Low	100	milligram per kilogram	3	hour	003017843017.CEL
9719	kidney	Rattus norvegicus	omeprazole	Low	100	milligram per kilogram	6	hour	003017843027.CEL
9720	kidney	Rattus norvegicus	omeprazole	Low	100	milligram per kilogram	6	hour	003017843028.CEL
9721	kidney	Rattus norvegicus	omeprazole	Low	100	milligram per kilogram	6	hour	003017843029.CEL
9722	kidney	Rattus norvegicus	omeprazole	Low	100	milligram per kilogram	9	hour	003017833002.CEL
9723	kidney	Rattus norvegicus	omeprazole	Low	100	milligram per kilogram	9	hour	003017833003.CEL
9724	kidney	Rattus norvegicus	omeprazole	Low	100	milligram per kilogram	9	hour	003017833004.CEL
9725	kidney	Rattus norvegicus	omeprazole	Low	100	milligram per kilogram	24	hour	003017833014.CEL
9726	kidney	Rattus norvegicus	omeprazole	Low	100	milligram per kilogram	24	hour	003017833015.CEL
9727	kidney	Rattus norvegicus	omeprazole	Low	100	milligram per kilogram	24	hour	003017833016.CEL
9728	kidney	Rattus norvegicus	omeprazole	Middle	300	milligram per kilogram	3	hour	003017843018.CEL
9729	kidney	Rattus norvegicus	omeprazole	Middle	300	milligram per kilogram	3	hour	003017843019.CEL
9730	kidney	Rattus norvegicus	omeprazole	Middle	300	milligram per kilogram	3	hour	003017843020.CEL
9731	kidney	Rattus norvegicus	omeprazole	Middle	300	milligram per kilogram	6	hour	003017843030.CEL
9732	kidney	Rattus norvegicus	omeprazole	Middle	300	milligram per kilogram	6	hour	003017844001.CEL
9733	kidney	Rattus norvegicus	omeprazole	Middle	300	milligram per kilogram	6	hour	003017844002.CEL
9734	kidney	Rattus norvegicus	omeprazole	Middle	300	milligram per kilogram	9	hour	003017833005.CEL
9735	kidney	Rattus norvegicus	omeprazole	Middle	300	milligram per kilogram	9	hour	003017833006.CEL
9736	kidney	Rattus norvegicus	omeprazole	Middle	300	milligram per kilogram	9	hour	003017833007.CEL
9737	kidney	Rattus norvegicus	omeprazole	Middle	300	milligram per kilogram	24	hour	003017833017.CEL
9738	kidney	Rattus norvegicus	omeprazole	Middle	300	milligram per kilogram	24	hour	003017833018.CEL
9739	kidney	Rattus norvegicus	omeprazole	Middle	300	milligram per kilogram	24	hour	003017833019.CEL
9740	kidney	Rattus norvegicus	omeprazole	High	1000	milligram per kilogram	3	hour	003017843021.CEL
9741	kidney	Rattus norvegicus	omeprazole	High	1000	milligram per kilogram	3	hour	003017843022.CEL
9742	kidney	Rattus norvegicus	omeprazole	High	1000	milligram per kilogram	3	hour	003017843023.CEL
9743	kidney	Rattus norvegicus	omeprazole	High	1000	milligram per kilogram	6	hour	003017844003.CEL
9744	kidney	Rattus norvegicus	omeprazole	High	1000	milligram per kilogram	6	hour	003017844004.CEL
9745	kidney	Rattus norvegicus	omeprazole	High	1000	milligram per kilogram	6	hour	003017844005.CEL
9746	kidney	Rattus norvegicus	omeprazole	High	1000	milligram per kilogram	9	hour	003017833008.CEL
9747	kidney	Rattus norvegicus	omeprazole	High	1000	milligram per kilogram	9	hour	003017833009.CEL
9748	kidney	Rattus norvegicus	omeprazole	High	1000	milligram per kilogram	9	hour	003017833010.CEL
9749	kidney	Rattus norvegicus	omeprazole	High	1000	milligram per kilogram	24	hour	003017833020.CEL
9750	kidney	Rattus norvegicus	omeprazole	High	1000	milligram per kilogram	24	hour	003017833021.CEL
9751	kidney	Rattus norvegicus	omeprazole	High	1000	milligram per kilogram	24	hour	003017833022.CEL
9752	hepatocyte	Rattus norvegicus	omeprazole	Control	0	micromolar	2	hour	003017026016.CEL
9753	hepatocyte	Rattus norvegicus	omeprazole	Control	0	micromolar	2	hour	003017026017.CEL
9754	hepatocyte	Rattus norvegicus	omeprazole	Control	0	micromolar	8	hour	003017026024.CEL
9755	hepatocyte	Rattus norvegicus	omeprazole	Control	0	micromolar	8	hour	003017026025.CEL
9756	hepatocyte	Rattus norvegicus	omeprazole	Control	0	micromolar	24	hour	003017027002.CEL
9757	hepatocyte	Rattus norvegicus	omeprazole	Control	0	micromolar	24	hour	003017027003.CEL
9758	hepatocyte	Rattus norvegicus	omeprazole	Low	04.sie	micromolar	2	hour	003017026018.CEL
9759	hepatocyte	Rattus norvegicus	omeprazole	Low	04.sie	micromolar	2	hour	003017026019.CEL
9760	hepatocyte	Rattus norvegicus	omeprazole	Low	04.sie	micromolar	8	hour	003017026026.CEL
9761	hepatocyte	Rattus norvegicus	omeprazole	Low	04.sie	micromolar	8	hour	003017026027.CEL
9762	hepatocyte	Rattus norvegicus	omeprazole	Low	04.sie	micromolar	24	hour	003017027004.CEL
9763	hepatocyte	Rattus norvegicus	omeprazole	Low	04.sie	micromolar	24	hour	003017027005.CEL
9764	hepatocyte	Rattus norvegicus	omeprazole	Middle	24	micromolar	2	hour	003017026020.CEL
9765	hepatocyte	Rattus norvegicus	omeprazole	Middle	24	micromolar	2	hour	003017026021.CEL
9766	hepatocyte	Rattus norvegicus	omeprazole	Middle	24	micromolar	8	hour	003017026028.CEL
9767	hepatocyte	Rattus norvegicus	omeprazole	Middle	24	micromolar	8	hour	003017026029.CEL
9768	hepatocyte	Rattus norvegicus	omeprazole	Middle	24	micromolar	24	hour	003017027006.CEL
9769	hepatocyte	Rattus norvegicus	omeprazole	Middle	24	micromolar	24	hour	003017027007.CEL
9770	hepatocyte	Rattus norvegicus	omeprazole	High	120	micromolar	2	hour	003017026022.CEL
9771	hepatocyte	Rattus norvegicus	omeprazole	High	120	micromolar	2	hour	003017026023.CEL
9772	hepatocyte	Rattus norvegicus	omeprazole	High	120	micromolar	8	hour	003017026030.CEL
9773	hepatocyte	Rattus norvegicus	omeprazole	High	120	micromolar	8	hour	003017027001.CEL
9774	hepatocyte	Rattus norvegicus	omeprazole	High	120	micromolar	24	hour	003017027008.CEL
9775	hepatocyte	Rattus norvegicus	omeprazole	High	120	micromolar	24	hour	003017027009.CEL
10124	hepatocyte	Homo sapiens	phenacetin	Control	0	micromolar	8	hour	003016088018.CEL
10125	hepatocyte	Homo sapiens	phenacetin	Control	0	micromolar	8	hour	003016088019.CEL
10126	hepatocyte	Homo sapiens	phenacetin	Control	0	micromolar	24	hour	003016088024.CEL
10127	hepatocyte	Homo sapiens	phenacetin	Control	0	micromolar	24	hour	003016088025.CEL
10128	hepatocyte	Homo sapiens	phenacetin	Middle	120	micromolar	8	hour	003016088020.CEL
10129	hepatocyte	Homo sapiens	phenacetin	Middle	120	micromolar	8	hour	003016088021.CEL
10130	hepatocyte	Homo sapiens	phenacetin	Middle	120	micromolar	24	hour	003016088026.CEL
10131	hepatocyte	Homo sapiens	phenacetin	Middle	120	micromolar	24	hour	003016088027.CEL
10132	hepatocyte	Homo sapiens	phenacetin	High	600	micromolar	8	hour	003016088022.CEL
10133	hepatocyte	Homo sapiens	phenacetin	High	600	micromolar	8	hour	003016088023.CEL
10134	hepatocyte	Homo sapiens	phenacetin	High	600	micromolar	24	hour	003016088028.CEL
10135	hepatocyte	Homo sapiens	phenacetin	High	600	micromolar	24	hour	003016088029.CEL
10136	liver	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	3	hour	003017494015.CEL
10137	liver	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	3	hour	003017494016.CEL
10138	liver	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	3	hour	003017494017.CEL
10139	liver	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	6	hour	003017494027.CEL
10140	liver	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	6	hour	003017494028.CEL
10141	liver	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	6	hour	003017494029.CEL
10142	liver	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	9	hour	003017495025.CEL
10143	liver	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	9	hour	003017495026.CEL
10144	liver	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	9	hour	003017495027.CEL
10145	liver	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	24	hour	003017496004.CEL
10146	liver	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	24	hour	003017496005.CEL
10147	liver	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	24	hour	003017496006.CEL
10148	liver	Rattus norvegicus	phenacetin	Low	300	milligram per kilogram	3	hour	003017494018.CEL
10149	liver	Rattus norvegicus	phenacetin	Low	300	milligram per kilogram	3	hour	003017494019.CEL
10150	liver	Rattus norvegicus	phenacetin	Low	300	milligram per kilogram	3	hour	003017494020.CEL
10151	liver	Rattus norvegicus	phenacetin	Low	300	milligram per kilogram	6	hour	003017494030.CEL
10152	liver	Rattus norvegicus	phenacetin	Low	300	milligram per kilogram	6	hour	003017496019.CEL
10153	liver	Rattus norvegicus	phenacetin	Low	300	milligram per kilogram	6	hour	003017496020.CEL
10154	liver	Rattus norvegicus	phenacetin	Low	300	milligram per kilogram	9	hour	003017495028.CEL
10155	liver	Rattus norvegicus	phenacetin	Low	300	milligram per kilogram	9	hour	003017495029.CEL
10156	liver	Rattus norvegicus	phenacetin	Low	300	milligram per kilogram	9	hour	003017504027.CEL
10157	liver	Rattus norvegicus	phenacetin	Low	300	milligram per kilogram	24	hour	003017496007.CEL
10158	liver	Rattus norvegicus	phenacetin	Low	300	milligram per kilogram	24	hour	003017496008.CEL
10159	liver	Rattus norvegicus	phenacetin	Low	300	milligram per kilogram	24	hour	003017504030.CEL
10160	liver	Rattus norvegicus	phenacetin	Middle	1000	milligram per kilogram	3	hour	003017494021.CEL
10161	liver	Rattus norvegicus	phenacetin	Middle	1000	milligram per kilogram	3	hour	003017494022.CEL
10162	liver	Rattus norvegicus	phenacetin	Middle	1000	milligram per kilogram	3	hour	003017494023.CEL
10163	liver	Rattus norvegicus	phenacetin	Middle	1000	milligram per kilogram	6	hour	003017496021.CEL
10164	liver	Rattus norvegicus	phenacetin	Middle	1000	milligram per kilogram	6	hour	003017496022.CEL
10165	liver	Rattus norvegicus	phenacetin	Middle	1000	milligram per kilogram	6	hour	003017496023.CEL
10166	liver	Rattus norvegicus	phenacetin	Middle	1000	milligram per kilogram	9	hour	003017495030.CEL
10167	liver	Rattus norvegicus	phenacetin	Middle	1000	milligram per kilogram	9	hour	003017496001.CEL
10168	liver	Rattus norvegicus	phenacetin	Middle	1000	milligram per kilogram	9	hour	003017504028.CEL
10169	liver	Rattus norvegicus	phenacetin	Middle	1000	milligram per kilogram	24	hour	003017496009.CEL
10170	liver	Rattus norvegicus	phenacetin	Middle	1000	milligram per kilogram	24	hour	003017496010.CEL
10171	liver	Rattus norvegicus	phenacetin	Middle	1000	milligram per kilogram	24	hour	003017496011.CEL
10172	liver	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	3	hour	003017494024.CEL
10173	liver	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	3	hour	003017494025.CEL
10174	liver	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	3	hour	003017494026.CEL
10175	liver	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	6	hour	003017496024.CEL
10176	liver	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	6	hour	003017496025.CEL
10177	liver	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	6	hour	003017496026.CEL
10178	liver	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	9	hour	003017496002.CEL
10179	liver	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	9	hour	003017496003.CEL
10180	liver	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	9	hour	003017504029.CEL
10181	liver	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	24	hour	003017496012.CEL
10182	liver	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	24	hour	003017496013.CEL
10183	liver	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	24	hour	003017496014.CEL
10184	kidney	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	3	hour	003017489018.CEL
10185	kidney	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	3	hour	003017489019.CEL
10186	kidney	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	3	hour	003017489020.CEL
10187	kidney	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	6	hour	003017489030.CEL
10188	kidney	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	6	hour	003017490001.CEL
10189	kidney	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	6	hour	003017490002.CEL
10190	kidney	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	9	hour	003017514005.CEL
10191	kidney	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	9	hour	003017514006.CEL
10192	kidney	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	9	hour	003017514007.CEL
10193	kidney	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	24	hour	003017514017.CEL
10194	kidney	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	24	hour	003017514018.CEL
10195	kidney	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	24	hour	003017514019.CEL
10196	kidney	Rattus norvegicus	phenacetin	Low	300	milligram per kilogram	3	hour	003017489021.CEL
10197	kidney	Rattus norvegicus	phenacetin	Low	300	milligram per kilogram	3	hour	003017489022.CEL
10198	kidney	Rattus norvegicus	phenacetin	Low	300	milligram per kilogram	3	hour	003017489023.CEL
10199	kidney	Rattus norvegicus	phenacetin	Low	300	milligram per kilogram	6	hour	003017490003.CEL
10200	kidney	Rattus norvegicus	phenacetin	Low	300	milligram per kilogram	6	hour	003017490004.CEL
10201	kidney	Rattus norvegicus	phenacetin	Low	300	milligram per kilogram	6	hour	003017490005.CEL
10202	kidney	Rattus norvegicus	phenacetin	Low	300	milligram per kilogram	9	hour	003017514008.CEL
10203	kidney	Rattus norvegicus	phenacetin	Low	300	milligram per kilogram	9	hour	003017514009.CEL
10204	kidney	Rattus norvegicus	phenacetin	Low	300	milligram per kilogram	9	hour	003017514010.CEL
10205	kidney	Rattus norvegicus	phenacetin	Low	300	milligram per kilogram	24	hour	003017514020.CEL
10206	kidney	Rattus norvegicus	phenacetin	Low	300	milligram per kilogram	24	hour	003017514021.CEL
10207	kidney	Rattus norvegicus	phenacetin	Low	300	milligram per kilogram	24	hour	003017514022.CEL
10208	kidney	Rattus norvegicus	phenacetin	Middle	1000	milligram per kilogram	3	hour	003017489024.CEL
10209	kidney	Rattus norvegicus	phenacetin	Middle	1000	milligram per kilogram	3	hour	003017489025.CEL
10210	kidney	Rattus norvegicus	phenacetin	Middle	1000	milligram per kilogram	3	hour	003017489026.CEL
10211	kidney	Rattus norvegicus	phenacetin	Middle	1000	milligram per kilogram	6	hour	003017490006.CEL
10212	kidney	Rattus norvegicus	phenacetin	Middle	1000	milligram per kilogram	6	hour	003017490007.CEL
10213	kidney	Rattus norvegicus	phenacetin	Middle	1000	milligram per kilogram	6	hour	003017490008.CEL
10214	kidney	Rattus norvegicus	phenacetin	Middle	1000	milligram per kilogram	9	hour	003017514011.CEL
10215	kidney	Rattus norvegicus	phenacetin	Middle	1000	milligram per kilogram	9	hour	003017514012.CEL
10216	kidney	Rattus norvegicus	phenacetin	Middle	1000	milligram per kilogram	9	hour	003017514013.CEL
10217	kidney	Rattus norvegicus	phenacetin	Middle	1000	milligram per kilogram	24	hour	003017514023.CEL
10218	kidney	Rattus norvegicus	phenacetin	Middle	1000	milligram per kilogram	24	hour	003017514024.CEL
10219	kidney	Rattus norvegicus	phenacetin	Middle	1000	milligram per kilogram	24	hour	003017514025.CEL
10220	kidney	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	3	hour	003017489027.CEL
10221	kidney	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	3	hour	003017489028.CEL
10222	kidney	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	3	hour	003017489029.CEL
10223	kidney	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	6	hour	003017490009.CEL
10224	kidney	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	6	hour	003017490010.CEL
10225	kidney	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	6	hour	003017490011.CEL
10226	kidney	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	9	hour	003017514014.CEL
10227	kidney	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	9	hour	003017514015.CEL
10228	kidney	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	9	hour	003017514016.CEL
10229	kidney	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	24	hour	003017514026.CEL
10230	kidney	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	24	hour	003017514027.CEL
10231	kidney	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	24	hour	003017514028.CEL
10232	hepatocyte	Rattus norvegicus	phenacetin	Control	0	micromolar	2	hour	003017383023.CEL
10233	hepatocyte	Rattus norvegicus	phenacetin	Control	0	micromolar	2	hour	003017383024.CEL
10234	hepatocyte	Rattus norvegicus	phenacetin	Control	0	micromolar	8	hour	003017384019.CEL
10235	hepatocyte	Rattus norvegicus	phenacetin	Control	0	micromolar	8	hour	003017384020.CEL
10236	hepatocyte	Rattus norvegicus	phenacetin	Control	0	micromolar	24	hour	003017384027.CEL
10237	hepatocyte	Rattus norvegicus	phenacetin	Control	0	micromolar	24	hour	003017384028.CEL
10238	hepatocyte	Rattus norvegicus	phenacetin	Low	24	micromolar	2	hour	003017383025.CEL
10239	hepatocyte	Rattus norvegicus	phenacetin	Low	24	micromolar	2	hour	003017383026.CEL
10240	hepatocyte	Rattus norvegicus	phenacetin	Low	24	micromolar	8	hour	003017384021.CEL
10241	hepatocyte	Rattus norvegicus	phenacetin	Low	24	micromolar	8	hour	003017384022.CEL
10242	hepatocyte	Rattus norvegicus	phenacetin	Low	24	micromolar	24	hour	003017384029.CEL
10243	hepatocyte	Rattus norvegicus	phenacetin	Low	24	micromolar	24	hour	003017384030.CEL
10244	hepatocyte	Rattus norvegicus	phenacetin	Middle	120	micromolar	2	hour	003017383027.CEL
10245	hepatocyte	Rattus norvegicus	phenacetin	Middle	120	micromolar	2	hour	003017383028.CEL
10246	hepatocyte	Rattus norvegicus	phenacetin	Middle	120	micromolar	8	hour	003017384023.CEL
10247	hepatocyte	Rattus norvegicus	phenacetin	Middle	120	micromolar	8	hour	003017384024.CEL
10248	hepatocyte	Rattus norvegicus	phenacetin	Middle	120	micromolar	24	hour	003017386001.CEL
10249	hepatocyte	Rattus norvegicus	phenacetin	Middle	120	micromolar	24	hour	003017386003.CEL
10250	hepatocyte	Rattus norvegicus	phenacetin	High	600	micromolar	2	hour	003017383029.CEL
10251	hepatocyte	Rattus norvegicus	phenacetin	High	600	micromolar	2	hour	003017383030.CEL
10252	hepatocyte	Rattus norvegicus	phenacetin	High	600	micromolar	8	hour	003017384025.CEL
10253	hepatocyte	Rattus norvegicus	phenacetin	High	600	micromolar	8	hour	003017384026.CEL
10254	hepatocyte	Rattus norvegicus	phenacetin	High	600	micromolar	24	hour	003017386002.CEL
10255	hepatocyte	Rattus norvegicus	phenacetin	High	600	micromolar	24	hour	003017386004.CEL
10352	hepatocyte	Homo sapiens	phenylanthranilic acid	Control	0	micromolar	8	hour	003016087009.CEL
10353	hepatocyte	Homo sapiens	phenylanthranilic acid	Control	0	micromolar	8	hour	003016087010.CEL
10354	hepatocyte	Homo sapiens	phenylanthranilic acid	Control	0	micromolar	24	hour	003016087015.CEL
10355	hepatocyte	Homo sapiens	phenylanthranilic acid	Control	0	micromolar	24	hour	003016087016.CEL
10356	hepatocyte	Homo sapiens	phenylanthranilic acid	Middle	40	micromolar	8	hour	003016087011.CEL
10357	hepatocyte	Homo sapiens	phenylanthranilic acid	Middle	40	micromolar	8	hour	003016087012.CEL
10358	hepatocyte	Homo sapiens	phenylanthranilic acid	Middle	40	micromolar	24	hour	003016087017.CEL
10359	hepatocyte	Homo sapiens	phenylanthranilic acid	Middle	40	micromolar	24	hour	003016088016.CEL
10360	hepatocyte	Homo sapiens	phenylanthranilic acid	High	200	micromolar	8	hour	003016087013.CEL
10361	hepatocyte	Homo sapiens	phenylanthranilic acid	High	200	micromolar	8	hour	003016088015.CEL
10362	hepatocyte	Homo sapiens	phenylanthranilic acid	High	200	micromolar	24	hour	003016087019.CEL
10363	hepatocyte	Homo sapiens	phenylanthranilic acid	High	200	micromolar	24	hour	003016088017.CEL
10364	liver	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	3	hour	003017575001.CEL
10365	liver	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	3	hour	003017575002.CEL
10366	liver	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	3	hour	003017575003.CEL
10367	liver	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	6	hour	003017575014.CEL
10368	liver	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	6	hour	003017575015.CEL
10369	liver	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	6	hour	003017596012.CEL
10370	liver	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	9	hour	003017575025.CEL
10371	liver	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	9	hour	003017596006.CEL
10372	liver	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	9	hour	003017596007.CEL
10373	liver	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	24	hour	003017576007.CEL
10374	liver	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	24	hour	003017576008.CEL
10375	liver	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	24	hour	003017596008.CEL
10376	liver	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	3	hour	003017575004.CEL
10377	liver	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	3	hour	003017575005.CEL
10378	liver	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	3	hour	003017596011.CEL
10379	liver	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	6	hour	003017575016.CEL
10380	liver	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	6	hour	003017575017.CEL
10381	liver	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	6	hour	003017575018.CEL
10382	liver	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	9	hour	003017575028.CEL
10383	liver	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	9	hour	003017575029.CEL
10384	liver	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	9	hour	003017575030.CEL
10385	liver	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	24	hour	003017576010.CEL
10386	liver	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	24	hour	003017576011.CEL
10387	liver	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	24	hour	003017576012.CEL
10388	liver	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	3	hour	003017575007.CEL
10389	liver	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	3	hour	003017575008.CEL
10390	liver	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	3	hour	003017575009.CEL
10391	liver	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	6	hour	003017575020.CEL
10392	liver	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	6	hour	003017575021.CEL
10393	liver	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	6	hour	003017596013.CEL
10394	liver	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	9	hour	003017576001.CEL
10395	liver	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	9	hour	003017576002.CEL
10396	liver	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	9	hour	003017576003.CEL
10397	liver	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	24	hour	003017576014.CEL
10398	liver	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	24	hour	003017596009.CEL
10399	liver	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	24	hour	003017596010.CEL
10400	liver	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	3	hour	003017575010.CEL
10401	liver	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	3	hour	003017575011.CEL
10402	liver	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	3	hour	003017575012.CEL
10403	liver	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	6	hour	003017575022.CEL
10404	liver	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	6	hour	003017575024.CEL
10405	liver	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	6	hour	003017596014.CEL
10406	liver	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	9	hour	003017576004.CEL
10407	liver	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	9	hour	003017576005.CEL
10408	liver	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	9	hour	003017576006.CEL
10409	liver	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	24	hour	003017576016.CEL
10410	liver	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	24	hour	003017576017.CEL
10411	liver	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	24	hour	003017576018.CEL
10412	kidney	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	3	hour	003017589007.CEL
10413	kidney	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	3	hour	003017589008.CEL
10414	kidney	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	3	hour	003017589009.CEL
10415	kidney	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	6	hour	003017589019.CEL
