	Characteristics[CellType]	Characteristics[Organism]	Parameter Value[Compound]	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Array Data File
9955	hepatocyte	Homo sapiens	penicillamine	High	10000	micromolar	24	hour	003016074004.CEL
9965	liver	Rattus norvegicus	penicillamine	Control	0	milligram per kilogram	24	hour	003017316020.CEL
9966	liver	Rattus norvegicus	penicillamine	Control	0	milligram per kilogram	24	hour	003017316021.CEL
9967	liver	Rattus norvegicus	penicillamine	Control	0	milligram per kilogram	24	hour	003017316022.CEL
10001	liver	Rattus norvegicus	penicillamine	High	1000	milligram per kilogram	24	hour	003017316029.CEL
10002	liver	Rattus norvegicus	penicillamine	High	1000	milligram per kilogram	24	hour	003017316030.CEL
10003	liver	Rattus norvegicus	penicillamine	High	1000	milligram per kilogram	24	hour	003017317001.CEL
10008	hepatocyte	Rattus norvegicus	penicillamine	Control	0	micromolar	24	hour	003017275017.CEL
10009	hepatocyte	Rattus norvegicus	penicillamine	Control	0	micromolar	24	hour	003017275018.CEL
10026	hepatocyte	Rattus norvegicus	penicillamine	High	10000	micromolar	24	hour	003017275023.CEL
10027	hepatocyte	Rattus norvegicus	penicillamine	High	10000	micromolar	24	hour	003017275024.CEL
10032	hepatocyte	Homo sapiens	perhexiline	Control	0	micromolar	24	hour	003016045019.CEL
10033	hepatocyte	Homo sapiens	perhexiline	Control	0	micromolar	24	hour	003016045020.CEL
10050	hepatocyte	Homo sapiens	perhexiline	High	15	micromolar	24	hour	003016045025.CEL
10051	hepatocyte	Homo sapiens	perhexiline	High	15	micromolar	24	hour	003016045026.CEL
10061	liver	Rattus norvegicus	perhexiline	Control	0	milligram per kilogram	24	hour	003017703030.CEL
10062	liver	Rattus norvegicus	perhexiline	Control	0	milligram per kilogram	24	hour	003017704001.CEL
10063	liver	Rattus norvegicus	perhexiline	Control	0	milligram per kilogram	24	hour	003017704002.CEL
10097	liver	Rattus norvegicus	perhexiline	High	150	milligram per kilogram	24	hour	003017704009.CEL
10098	liver	Rattus norvegicus	perhexiline	High	150	milligram per kilogram	24	hour	003017704010.CEL
10099	liver	Rattus norvegicus	perhexiline	High	150	milligram per kilogram	24	hour	003017704011.CEL
10104	hepatocyte	Rattus norvegicus	perhexiline	Control	0	micromolar	24	hour	003017151017.CEL
10105	hepatocyte	Rattus norvegicus	perhexiline	Control	0	micromolar	24	hour	003017151018.CEL
10122	hepatocyte	Rattus norvegicus	perhexiline	High	10	micromolar	24	hour	003017151023.CEL
10123	hepatocyte	Rattus norvegicus	perhexiline	High	10	micromolar	24	hour	003017151024.CEL
10126	hepatocyte	Homo sapiens	phenacetin	Control	0	micromolar	24	hour	003016088024.CEL
10127	hepatocyte	Homo sapiens	phenacetin	Control	0	micromolar	24	hour	003016088025.CEL
10134	hepatocyte	Homo sapiens	phenacetin	High	600	micromolar	24	hour	003016088028.CEL
10135	hepatocyte	Homo sapiens	phenacetin	High	600	micromolar	24	hour	003016088029.CEL
10145	liver	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	24	hour	003017496004.CEL
10146	liver	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	24	hour	003017496005.CEL
10147	liver	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	24	hour	003017496006.CEL
10181	liver	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	24	hour	003017496012.CEL
10182	liver	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	24	hour	003017496013.CEL
10183	liver	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	24	hour	003017496014.CEL
10193	kidney	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	24	hour	003017514017.CEL
10194	kidney	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	24	hour	003017514018.CEL
10195	kidney	Rattus norvegicus	phenacetin	Control	0	milligram per kilogram	24	hour	003017514019.CEL
10229	kidney	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	24	hour	003017514026.CEL
10230	kidney	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	24	hour	003017514027.CEL
10231	kidney	Rattus norvegicus	phenacetin	High	2000	milligram per kilogram	24	hour	003017514028.CEL
10236	hepatocyte	Rattus norvegicus	phenacetin	Control	0	micromolar	24	hour	003017384027.CEL
10237	hepatocyte	Rattus norvegicus	phenacetin	Control	0	micromolar	24	hour	003017384028.CEL
10254	hepatocyte	Rattus norvegicus	phenacetin	High	600	micromolar	24	hour	003017386002.CEL
10255	hepatocyte	Rattus norvegicus	phenacetin	High	600	micromolar	24	hour	003017386004.CEL
10260	hepatocyte	Homo sapiens	phenobarbital	Control	0	micromolar	24	hour	003016019014.CEL
10261	hepatocyte	Homo sapiens	phenobarbital	Control	0	micromolar	24	hour	003016019015.CEL
10278	hepatocyte	Homo sapiens	phenobarbital	High	10000	micromolar	24	hour	003016019020.CEL
10279	hepatocyte	Homo sapiens	phenobarbital	High	10000	micromolar	24	hour	003016019021.CEL
10289	liver	Rattus norvegicus	phenobarbital	Control	0	milligram per kilogram	24	hour	003017657026.CEL
10290	liver	Rattus norvegicus	phenobarbital	Control	0	milligram per kilogram	24	hour	003017657027.CEL
10291	liver	Rattus norvegicus	phenobarbital	Control	0	milligram per kilogram	24	hour	003017657028.CEL
10325	liver	Rattus norvegicus	phenobarbital	High	300	milligram per kilogram	24	hour	003017658005.CEL
10326	liver	Rattus norvegicus	phenobarbital	High	300	milligram per kilogram	24	hour	003017658006.CEL
10327	liver	Rattus norvegicus	phenobarbital	High	300	milligram per kilogram	24	hour	003017658007.CEL
10332	hepatocyte	Rattus norvegicus	phenobarbital	Control	0	micromolar	24	hour	003017710014.CEL
10333	hepatocyte	Rattus norvegicus	phenobarbital	Control	0	micromolar	24	hour	003017710015.CEL
10350	hepatocyte	Rattus norvegicus	phenobarbital	High	10000	micromolar	24	hour	003017710020.CEL
10351	hepatocyte	Rattus norvegicus	phenobarbital	High	10000	micromolar	24	hour	003017710021.CEL
10354	hepatocyte	Homo sapiens	phenylanthranilic acid	Control	0	micromolar	24	hour	003016087015.CEL
10355	hepatocyte	Homo sapiens	phenylanthranilic acid	Control	0	micromolar	24	hour	003016087016.CEL
10362	hepatocyte	Homo sapiens	phenylanthranilic acid	High	200	micromolar	24	hour	003016087019.CEL
10363	hepatocyte	Homo sapiens	phenylanthranilic acid	High	200	micromolar	24	hour	003016088017.CEL
10373	liver	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	24	hour	003017576007.CEL
10374	liver	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	24	hour	003017576008.CEL
10375	liver	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	24	hour	003017596008.CEL
10409	liver	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	24	hour	003017576016.CEL
10410	liver	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	24	hour	003017576017.CEL
10411	liver	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	24	hour	003017576018.CEL
10421	kidney	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	24	hour	003017592001.CEL
10422	kidney	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	24	hour	003017592002.CEL
10423	kidney	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	24	hour	003017613008.CEL
10457	kidney	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	24	hour	003017592009.CEL
10458	kidney	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	24	hour	003017592010.CEL
10459	kidney	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	24	hour	003017592011.CEL
10464	hepatocyte	Rattus norvegicus	phenylanthranilic acid	Control	0	micromolar	24	hour	003017547029.CEL
10465	hepatocyte	Rattus norvegicus	phenylanthranilic acid	Control	0	micromolar	24	hour	003017547030.CEL
10482	hepatocyte	Rattus norvegicus	phenylanthranilic acid	High	200	micromolar	24	hour	003017548005.CEL
10483	hepatocyte	Rattus norvegicus	phenylanthranilic acid	High	200	micromolar	24	hour	003017548006.CEL
10488	hepatocyte	Homo sapiens	phenylbutazone	Control	0	micromolar	24	hour	003016013026.CEL
10489	hepatocyte	Homo sapiens	phenylbutazone	Control	0	micromolar	24	hour	003016013027.CEL
10506	hepatocyte	Homo sapiens	phenylbutazone	High	400	micromolar	24	hour	003016014002.CEL
10507	hepatocyte	Homo sapiens	phenylbutazone	High	400	micromolar	24	hour	003016014003.CEL
10517	liver	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	24	hour	003017675017.CEL
10518	liver	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	24	hour	003017675018.CEL
10519	liver	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	24	hour	003017675019.CEL
10553	liver	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	24	hour	003017675026.CEL
10554	liver	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	24	hour	003017675027.CEL
10555	liver	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	24	hour	003017675028.CEL
10565	kidney	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	24	hour	003017294017.CEL
10566	kidney	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	24	hour	003017294018.CEL
10567	kidney	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	24	hour	003017294019.CEL
10601	kidney	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	24	hour	003017294026.CEL
10602	kidney	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	24	hour	003017294027.CEL
10603	kidney	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	24	hour	003017294028.CEL
10608	hepatocyte	Rattus norvegicus	phenylbutazone	Control	0	micromolar	24	hour	003017023023.CEL
10609	hepatocyte	Rattus norvegicus	phenylbutazone	Control	0	micromolar	24	hour	003017023024.CEL
10626	hepatocyte	Rattus norvegicus	phenylbutazone	High	400	micromolar	24	hour	003017023029.CEL
10627	hepatocyte	Rattus norvegicus	phenylbutazone	High	400	micromolar	24	hour	003017023030.CEL
10632	hepatocyte	Homo sapiens	phenytoin	Control	0	micromolar	24	hour	003016046013.CEL
10633	hepatocyte	Homo sapiens	phenytoin	Control	0	micromolar	24	hour	003016046014.CEL
10650	hepatocyte	Homo sapiens	phenytoin	High	60	micromolar	24	hour	003016046019.CEL
10651	hepatocyte	Homo sapiens	phenytoin	High	60	micromolar	24	hour	003016046020.CEL
10661	liver	Rattus norvegicus	phenytoin	Control	0	milligram per kilogram	24	hour	003017624009.CEL
10662	liver	Rattus norvegicus	phenytoin	Control	0	milligram per kilogram	24	hour	003017624010.CEL
10663	liver	Rattus norvegicus	phenytoin	Control	0	milligram per kilogram	24	hour	003017624011.CEL
10697	liver	Rattus norvegicus	phenytoin	High	2000	milligram per kilogram	24	hour	003017624018.CEL
10698	liver	Rattus norvegicus	phenytoin	High	2000	milligram per kilogram	24	hour	003017624019.CEL
10699	liver	Rattus norvegicus	phenytoin	High	2000	milligram per kilogram	24	hour	003017624020.CEL
10704	hepatocyte	Rattus norvegicus	phenytoin	Control	0	micromolar	24	hour	003017067014.CEL
10705	hepatocyte	Rattus norvegicus	phenytoin	Control	0	micromolar	24	hour	003017067015.CEL
10722	hepatocyte	Rattus norvegicus	phenytoin	High	60	micromolar	24	hour	003017067020.CEL
10723	hepatocyte	Rattus norvegicus	phenytoin	High	60	micromolar	24	hour	003017067021.CEL
10726	hepatocyte	Homo sapiens	promethazine	Control	0	micromolar	24	hour	003016084008.CEL
10727	hepatocyte	Homo sapiens	promethazine	Control	0	micromolar	24	hour	003016084009.CEL
10734	hepatocyte	Homo sapiens	promethazine	High	35	micromolar	24	hour	003016084012.CEL
10735	hepatocyte	Homo sapiens	promethazine	High	35	micromolar	24	hour	003016084013.CEL
10745	liver	Rattus norvegicus	promethazine	Control	0	milligram per kilogram	24	hour	003017388005.CEL
10746	liver	Rattus norvegicus	promethazine	Control	0	milligram per kilogram	24	hour	003017410007.CEL
10747	liver	Rattus norvegicus	promethazine	Control	0	milligram per kilogram	24	hour	003017410008.CEL
10781	liver	Rattus norvegicus	promethazine	High	200	milligram per kilogram	24	hour	003017388015.CEL
10782	liver	Rattus norvegicus	promethazine	High	200	milligram per kilogram	24	hour	003017388016.CEL
10783	liver	Rattus norvegicus	promethazine	High	200	milligram per kilogram	24	hour	003017410014.CEL
10788	hepatocyte	Rattus norvegicus	promethazine	Control	0	micromolar	24	hour	003017325019.CEL
10789	hepatocyte	Rattus norvegicus	promethazine	Control	0	micromolar	24	hour	003017325020.CEL
10806	hepatocyte	Rattus norvegicus	promethazine	High	80	micromolar	24	hour	003017325025.CEL
10807	hepatocyte	Rattus norvegicus	promethazine	High	80	micromolar	24	hour	003017325026.CEL
10812	hepatocyte	Homo sapiens	propylthiouracil	Control	0	micromolar	24	hour	003016039025.CEL
10813	hepatocyte	Homo sapiens	propylthiouracil	Control	0	micromolar	24	hour	003016039026.CEL
10830	hepatocyte	Homo sapiens	propylthiouracil	High	4000	micromolar	24	hour	003016040001.CEL
10831	hepatocyte	Homo sapiens	propylthiouracil	High	4000	micromolar	24	hour	003016040002.CEL
10841	liver	Rattus norvegicus	propylthiouracil	Control	0	milligram per kilogram	24	hour	003017699030.CEL
10842	liver	Rattus norvegicus	propylthiouracil	Control	0	milligram per kilogram	24	hour	003017700025.CEL
10843	liver	Rattus norvegicus	propylthiouracil	Control	0	milligram per kilogram	24	hour	003017700026.CEL
10877	liver	Rattus norvegicus	propylthiouracil	High	100	milligram per kilogram	24	hour	003017701003.CEL
10878	liver	Rattus norvegicus	propylthiouracil	High	100	milligram per kilogram	24	hour	003017701004.CEL
10879	liver	Rattus norvegicus	propylthiouracil	High	100	milligram per kilogram	24	hour	003017701005.CEL
10884	hepatocyte	Rattus norvegicus	propylthiouracil	Control	0	micromolar	24	hour	003017074012.CEL
10885	hepatocyte	Rattus norvegicus	propylthiouracil	Control	0	micromolar	24	hour	003017074013.CEL
10902	hepatocyte	Rattus norvegicus	propylthiouracil	High	4000	micromolar	24	hour	003017074018.CEL
10903	hepatocyte	Rattus norvegicus	propylthiouracil	High	4000	micromolar	24	hour	003017100001.CEL
10913	liver	Rattus norvegicus	puromycin aminonucleoside	Control	0	milligram per kilogram	24	hour	003017577027.CEL
10914	liver	Rattus norvegicus	puromycin aminonucleoside	Control	0	milligram per kilogram	24	hour	003017577028.CEL
10915	liver	Rattus norvegicus	puromycin aminonucleoside	Control	0	milligram per kilogram	24	hour	003017577029.CEL
10949	liver	Rattus norvegicus	puromycin aminonucleoside	High	120	milligram per kilogram	24	hour	003017578006.CEL
10950	liver	Rattus norvegicus	puromycin aminonucleoside	High	120	milligram per kilogram	24	hour	003017578007.CEL
10951	liver	Rattus norvegicus	puromycin aminonucleoside	High	120	milligram per kilogram	24	hour	003017578008.CEL
10961	kidney	Rattus norvegicus	puromycin aminonucleoside	Control	0	milligram per kilogram	24	hour	003017563012.CEL
10962	kidney	Rattus norvegicus	puromycin aminonucleoside	Control	0	milligram per kilogram	24	hour	003017563013.CEL
10963	kidney	Rattus norvegicus	puromycin aminonucleoside	Control	0	milligram per kilogram	24	hour	003017563014.CEL
10997	kidney	Rattus norvegicus	puromycin aminonucleoside	High	120	milligram per kilogram	24	hour	003017563021.CEL
10998	kidney	Rattus norvegicus	puromycin aminonucleoside	High	120	milligram per kilogram	24	hour	003017563022.CEL
10999	kidney	Rattus norvegicus	puromycin aminonucleoside	High	120	milligram per kilogram	24	hour	003017563023.CEL
11004	hepatocyte	Rattus norvegicus	puromycin aminonucleoside	Control	0	micromolar	24	hour	003017525027.CEL
11005	hepatocyte	Rattus norvegicus	puromycin aminonucleoside	Control	0	micromolar	24	hour	003017525028.CEL
11022	hepatocyte	Rattus norvegicus	puromycin aminonucleoside	High	2500	micromolar	24	hour	003017526003.CEL
11023	hepatocyte	Rattus norvegicus	puromycin aminonucleoside	High	2500	micromolar	24	hour	003017527017.CEL
11026	hepatocyte	Homo sapiens	quinidine	Control	0	micromolar	24	hour	003016063002.CEL
11027	hepatocyte	Homo sapiens	quinidine	Control	0	micromolar	24	hour	003016063003.CEL
11034	hepatocyte	Homo sapiens	quinidine	High	50	micromolar	24	hour	003016063006.CEL
11035	hepatocyte	Homo sapiens	quinidine	High	50	micromolar	24	hour	003016063007.CEL
11045	liver	Rattus norvegicus	quinidine	Control	0	milligram per kilogram	24	hour	003017152008.CEL
11046	liver	Rattus norvegicus	quinidine	Control	0	milligram per kilogram	24	hour	003017152009.CEL
11047	liver	Rattus norvegicus	quinidine	Control	0	milligram per kilogram	24	hour	003017152010.CEL
11081	liver	Rattus norvegicus	quinidine	High	200	milligram per kilogram	24	hour	003017152017.CEL
11082	liver	Rattus norvegicus	quinidine	High	200	milligram per kilogram	24	hour	003017152018.CEL
11083	liver	Rattus norvegicus	quinidine	High	200	milligram per kilogram	24	hour	003017152019.CEL
11088	hepatocyte	Rattus norvegicus	quinidine	Control	0	micromolar	24	hour	003017267012.CEL
11089	hepatocyte	Rattus norvegicus	quinidine	Control	0	micromolar	24	hour	003017267013.CEL
11106	hepatocyte	Rattus norvegicus	quinidine	High	200	micromolar	24	hour	003017267018.CEL
11107	hepatocyte	Rattus norvegicus	quinidine	High	200	micromolar	24	hour	003017267019.CEL
11110	hepatocyte	Homo sapiens	ranitidine	Control	0	micromolar	24	hour	003016070020.CEL
11111	hepatocyte	Homo sapiens	ranitidine	Control	0	micromolar	24	hour	003016070021.CEL
11118	hepatocyte	Homo sapiens	ranitidine	High	4000	micromolar	24	hour	003016070024.CEL
11119	hepatocyte	Homo sapiens	ranitidine	High	4000	micromolar	24	hour	003016070025.CEL
11129	liver	Rattus norvegicus	ranitidine	Control	0	milligram per kilogram	24	hour	003017405025.CEL
11130	liver	Rattus norvegicus	ranitidine	Control	0	milligram per kilogram	24	hour	003017405026.CEL
11131	liver	Rattus norvegicus	ranitidine	Control	0	milligram per kilogram	24	hour	003017405027.CEL
11165	liver	Rattus norvegicus	ranitidine	High	1000	milligram per kilogram	24	hour	003017406004.CEL
11166	liver	Rattus norvegicus	ranitidine	High	1000	milligram per kilogram	24	hour	003017406005.CEL
11167	liver	Rattus norvegicus	ranitidine	High	1000	milligram per kilogram	24	hour	003017406006.CEL
11172	hepatocyte	Rattus norvegicus	ranitidine	Control	0	micromolar	24	hour	003017255001.CEL
11173	hepatocyte	Rattus norvegicus	ranitidine	Control	0	micromolar	24	hour	003017255002.CEL
11190	hepatocyte	Rattus norvegicus	ranitidine	High	4000	micromolar	24	hour	003017254030.CEL
11191	hepatocyte	Rattus norvegicus	ranitidine	High	4000	micromolar	24	hour	003017255007.CEL
11196	hepatocyte	Homo sapiens	rifampicin	Control	0	micromolar	24	hour	003016013017.CEL
11197	hepatocyte	Homo sapiens	rifampicin	Control	0	micromolar	24	hour	003016013018.CEL
11214	hepatocyte	Homo sapiens	rifampicin	High	70	micromolar	24	hour	003016013023.CEL
11215	hepatocyte	Homo sapiens	rifampicin	High	70	micromolar	24	hour	003016013024.CEL
11225	liver	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	24	hour	003017666013.CEL
11226	liver	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	24	hour	003017666014.CEL
11227	liver	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	24	hour	003017666015.CEL
11261	liver	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	24	hour	003017666022.CEL
11262	liver	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	24	hour	003017666023.CEL
11263	liver	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	24	hour	003017666024.CEL
11273	kidney	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	24	hour	003017437014.CEL
11274	kidney	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	24	hour	003017437015.CEL
11275	kidney	Rattus norvegicus	rifampicin	Control	0	milligram per kilogram	24	hour	003017437016.CEL
11309	kidney	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	24	hour	003017437023.CEL
11310	kidney	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	24	hour	003017437024.CEL
11311	kidney	Rattus norvegicus	rifampicin	High	200	milligram per kilogram	24	hour	003017437025.CEL
11316	hepatocyte	Rattus norvegicus	rifampicin	Control	0	micromolar	24	hour	003017010029.CEL
11317	hepatocyte	Rattus norvegicus	rifampicin	Control	0	micromolar	24	hour	003017010030.CEL
11334	hepatocyte	Rattus norvegicus	rifampicin	High	70	micromolar	24	hour	003017011030.CEL
11335	hepatocyte	Rattus norvegicus	rifampicin	High	70	micromolar	24	hour	003017037012.CEL
11338	hepatocyte	Homo sapiens	simvastatin	Control	0	micromolar	24	hour	003016078029.CEL
11339	hepatocyte	Homo sapiens	simvastatin	Control	0	micromolar	24	hour	003016079020.CEL
11346	hepatocyte	Homo sapiens	simvastatin	High	30	micromolar	24	hour	003016079002.CEL
11347	hepatocyte	Homo sapiens	simvastatin	High	30	micromolar	24	hour	003016079003.CEL
11357	liver	Rattus norvegicus	simvastatin	Control	0	milligram per kilogram	24	hour	003017402010.CEL
11358	liver	Rattus norvegicus	simvastatin	Control	0	milligram per kilogram	24	hour	003017402011.CEL
11359	liver	Rattus norvegicus	simvastatin	Control	0	milligram per kilogram	24	hour	003017402012.CEL
11393	liver	Rattus norvegicus	simvastatin	High	400	milligram per kilogram	24	hour	003017402017.CEL
11394	liver	Rattus norvegicus	simvastatin	High	400	milligram per kilogram	24	hour	003017402018.CEL
11395	liver	Rattus norvegicus	simvastatin	High	400	milligram per kilogram	24	hour	003017402019.CEL
11400	hepatocyte	Rattus norvegicus	simvastatin	Control	0	micromolar	24	hour	003017335007.CEL
11401	hepatocyte	Rattus norvegicus	simvastatin	Control	0	micromolar	24	hour	003017335008.CEL
11418	hepatocyte	Rattus norvegicus	simvastatin	High	60	micromolar	24	hour	003017335013.CEL
11419	hepatocyte	Rattus norvegicus	simvastatin	High	60	micromolar	24	hour	003017335014.CEL
11424	hepatocyte	Homo sapiens	sulfasalazine	Control	0	micromolar	24	hour	003016034004.CEL
11425	hepatocyte	Homo sapiens	sulfasalazine	Control	0	micromolar	24	hour	003016034005.CEL
11442	hepatocyte	Homo sapiens	sulfasalazine	High	150	micromolar	24	hour	003016034010.CEL
11443	hepatocyte	Homo sapiens	sulfasalazine	High	150	micromolar	24	hour	003016034011.CEL
11453	liver	Rattus norvegicus	sulfasalazine	Control	0	milligram per kilogram	24	hour	003017685005.CEL
11454	liver	Rattus norvegicus	sulfasalazine	Control	0	milligram per kilogram	24	hour	003017685006.CEL
11455	liver	Rattus norvegicus	sulfasalazine	Control	0	milligram per kilogram	24	hour	003017685007.CEL
11489	liver	Rattus norvegicus	sulfasalazine	High	1000	milligram per kilogram	24	hour	003017685014.CEL
11490	liver	Rattus norvegicus	sulfasalazine	High	1000	milligram per kilogram	24	hour	003017685015.CEL
11491	liver	Rattus norvegicus	sulfasalazine	High	1000	milligram per kilogram	24	hour	003017685016.CEL
11496	hepatocyte	Rattus norvegicus	sulfasalazine	Control	0	micromolar	24	hour	003017118028.CEL
11497	hepatocyte	Rattus norvegicus	sulfasalazine	Control	0	micromolar	24	hour	003017118029.CEL
11514	hepatocyte	Rattus norvegicus	sulfasalazine	High	100	micromolar	24	hour	003017119004.CEL
11515	hepatocyte	Rattus norvegicus	sulfasalazine	High	100	micromolar	24	hour	003017119005.CEL
11518	hepatocyte	Homo sapiens	sulindac	Control	0	micromolar	24	hour	003016073017.CEL
11519	hepatocyte	Homo sapiens	sulindac	Control	0	micromolar	24	hour	003016073018.CEL
11526	hepatocyte	Homo sapiens	sulindac	High	3000	micromolar	24	hour	003016073021.CEL
11527	hepatocyte	Homo sapiens	sulindac	High	3000	micromolar	24	hour	003016073022.CEL
11537	liver	Rattus norvegicus	sulindac	Control	0	milligram per kilogram	24	hour	003017378017.CEL
11538	liver	Rattus norvegicus	sulindac	Control	0	milligram per kilogram	24	hour	003017378018.CEL
11539	liver	Rattus norvegicus	sulindac	Control	0	milligram per kilogram	24	hour	003017378019.CEL
11573	liver	Rattus norvegicus	sulindac	High	150	milligram per kilogram	24	hour	003017378026.CEL
11574	liver	Rattus norvegicus	sulindac	High	150	milligram per kilogram	24	hour	003017378027.CEL
11575	liver	Rattus norvegicus	sulindac	High	150	milligram per kilogram	24	hour	003017378028.CEL
11580	hepatocyte	Rattus norvegicus	sulindac	Control	0	micromolar	24	hour	003017293003.CEL
11581	hepatocyte	Rattus norvegicus	sulindac	Control	0	micromolar	24	hour	003017293004.CEL
11598	hepatocyte	Rattus norvegicus	sulindac	High	2000	micromolar	24	hour	003017293009.CEL
11599	hepatocyte	Rattus norvegicus	sulindac	High	2000	micromolar	24	hour	003017293010.CEL
11602	hepatocyte	Homo sapiens	sulpiride	Control	0	micromolar	24	hour	003016084021.CEL
11603	hepatocyte	Homo sapiens	sulpiride	Control	0	micromolar	24	hour	003016084022.CEL
11610	hepatocyte	Homo sapiens	sulpiride	High	5000	micromolar	24	hour	003016084025.CEL
11611	hepatocyte	Homo sapiens	sulpiride	High	5000	micromolar	24	hour	003016084026.CEL
11621	liver	Rattus norvegicus	sulpiride	Control	0	milligram per kilogram	24	hour	003017380029.CEL
11622	liver	Rattus norvegicus	sulpiride	Control	0	milligram per kilogram	24	hour	003017380030.CEL
11623	liver	Rattus norvegicus	sulpiride	Control	0	milligram per kilogram	24	hour	003017381001.CEL
11657	liver	Rattus norvegicus	sulpiride	High	2000	milligram per kilogram	24	hour	003017381008.CEL
11658	liver	Rattus norvegicus	sulpiride	High	2000	milligram per kilogram	24	hour	003017381009.CEL
11659	liver	Rattus norvegicus	sulpiride	High	2000	milligram per kilogram	24	hour	003017381010.CEL
11664	hepatocyte	Rattus norvegicus	sulpiride	Control	0	micromolar	24	hour	003017323030.CEL
11665	hepatocyte	Rattus norvegicus	sulpiride	Control	0	micromolar	24	hour	003017324001.CEL
11682	hepatocyte	Rattus norvegicus	sulpiride	High	5000	micromolar	24	hour	003017324006.CEL
11683	hepatocyte	Rattus norvegicus	sulpiride	High	5000	micromolar	24	hour	003017324007.CEL
11686	hepatocyte	Homo sapiens	tacrine	Control	0	micromolar	24	hour	003016063014.CEL
11687	hepatocyte	Homo sapiens	tacrine	Control	0	micromolar	24	hour	003016063015.CEL
11694	hepatocyte	Homo sapiens	tacrine	High	80	micromolar	24	hour	003016063018.CEL
11695	hepatocyte	Homo sapiens	tacrine	High	80	micromolar	24	hour	003016063019.CEL
11705	liver	Rattus norvegicus	tacrine	Control	0	milligram per kilogram	24	hour	003017090013.CEL
11706	liver	Rattus norvegicus	tacrine	Control	0	milligram per kilogram	24	hour	003017090014.CEL
11707	liver	Rattus norvegicus	tacrine	Control	0	milligram per kilogram	24	hour	003017090015.CEL
11741	liver	Rattus norvegicus	tacrine	High	30	milligram per kilogram	24	hour	003017089028.CEL
11742	liver	Rattus norvegicus	tacrine	High	30	milligram per kilogram	24	hour	003017089029.CEL
11743	liver	Rattus norvegicus	tacrine	High	30	milligram per kilogram	24	hour	003017089030.CEL
11748	hepatocyte	Rattus norvegicus	tacrine	Control	0	micromolar	24	hour	003017218003.CEL
11749	hepatocyte	Rattus norvegicus	tacrine	Control	0	micromolar	24	hour	003017218004.CEL
11766	hepatocyte	Rattus norvegicus	tacrine	High	200	micromolar	24	hour	003017218009.CEL
11767	hepatocyte	Rattus norvegicus	tacrine	High	200	micromolar	24	hour	003017218010.CEL
11770	hepatocyte	Homo sapiens	tamoxifen	Control	0	micromolar	24	hour	003016060020.CEL
